,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
100,1285.669533,1337.981370,1188.137615,1333.154490,1650.975792,1935.534841,1289.999385,1613.814544,1613.038746,1721.163774,1845.353513,1197.961842,1676.481004,2102.197273,2092.287432,2355.159751,2353.507842,2597.413921,2621.194263,2601.118760,2563.050506,3440.633280,1290.158105,1814.576997,3677.117433,3198.950540,3181.117937,6679.891703,6770.466505,6763.370152,4071.546862,7490.497366,8569.422822,8691.957310
200,1220.973666,1202.827328,1090.296892,1207.630352,1415.377788,1770.948771,1287.166364,1625.553524,1626.479368,1722.524461,1774.939472,1133.103771,1454.783329,2050.020742,2051.781971,2112.267917,2132.565923,2361.242180,2333.174471,2327.881422,2302.664837,3010.594637,1286.961484,1668.801854,3180.725925,2895.606422,2898.758320,5773.649824,5752.862250,5805.968197,4006.618944,7655.149033,8635.919134,8642.146987
300,1185.492106,1123.497135,1016.742088,1125.644613,1093.511739,1710.799593,1280.731031,1636.254074,1636.418400,1731.046818,1711.466651,1101.669857,1087.420054,1734.282328,1733.653102,1975.165418,1979.052068,2129.110340,2129.977317,2125.525801,2095.068571,2646.449561,1276.843740,1506.401363,2543.235508,2608.193757,2629.657680,4763.628134,4766.605621,4817.941979,3746.593067,7631.660354,8745.792650,8912.217269
400,937.260728,935.213021,901.910245,933.447307,1025.443046,1598.357173,962.234441,1650.737205,1650.030986,1713.677226,1598.806985,844.215766,1026.334215,1645.257079,1645.330694,1797.679639,1797.762711,1881.301992,1881.818323,1881.913311,1869.598493,2739.690835,956.621676,941.335626,2614.397212,2454.947117,2466.337706,4649.235307,4660.240689,4598.312450,3677.852988,7707.438993,8874.412768,8753.506109
500,948.745060,948.783862,874.142667,944.968433,997.004165,1525.768042,1001.422136,1650.370862,1650.307744,1733.666319,1524.844807,851.585462,987.442915,1564.397636,1564.429146,1682.015719,1684.548469,1774.064965,1767.400342,1766.275296,1772.269783,2534.062362,982.397021,971.417116,2354.565325,2294.417781,2334.833887,4315.628398,4335.784104,4292.713601,3458.828411,7707.102810,8828.931537,8706.890109
600,314.944511,960.351284,322.194409,318.296152,855.988941,1664.360790,319.545849,1655.818192,1655.140578,1721.908482,1663.473793,898.832083,1108.824099,1058.360259,1062.504774,1908.791605,1179.923315,2011.193720,1206.663595,1225.093961,1225.784087,2306.632399,996.998630,996.807319,1939.726575,2635.811503,1931.326188,4889.276120,3363.742300,4796.168781,3741.807713,7332.770520,8286.670444,8444.332778
700,945.873043,940.701286,895.945846,931.074440,1092.053085,1644.361860,221.663467,1654.808437,1654.605650,1730.001852,1644.171584,896.353934,1085.521183,1728.389307,881.988630,1858.585004,1859.435263,1958.676032,1956.372331,1956.001806,1924.664339,2595.399226,977.824483,970.374299,2602.503091,2605.534513,2635.203030,4697.629684,4705.811281,3335.424043,3673.604324,7565.724112,8458.348688,8547.372326
800,666.659107,703.504800,901.734294,1008.239385,906.610587,1550.042873,1040.469180,1647.979118,1638.145789,1677.138139,1555.609758,670.259487,1096.531308,1292.954230,1383.947051,1328.673103,1405.627066,1837.440388,1836.480379,1865.553304,1830.430405,2690.377811,1040.933147,801.794453,2048.561384,1921.163310,2553.894752,3340.273660,3440.668285,3633.174405,3635.133495,6966.431433,8130.565757,8413.292469
900,825.544027,817.859809,774.664502,815.199897,1188.299619,1407.974116,886.724639,1634.418435,1627.283361,1677.028106,1532.315764,835.769074,1106.207195,1734.242391,1742.455321,1746.422109,1729.505021,1942.216291,1895.569436,2132.364237,1927.880156,2545.533814,988.312845,955.650986,2612.324635,2717.246950,2735.943725,3788.773487,3811.430869,4534.045503,3808.897636,7418.579389,8403.307448,8538.129504
